"Basket_Size","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Marital_Status","Purchase","Label"
"18","F","0-17","10","B","1","0","(1.07e+03,1.18e+03]","1"
"54","F","46-50","14","B","1","1","(1.39e+03,1.05e+05]","2"
"178","F","46-50","14","B","1","1","(1.39e+03,1.05e+05]","3"
"161","M","51-55","6","B","4+","1","(1.39e+03,1.05e+05]","2"
"91","F","26-35","17","A","1","1","(1.39e+03,1.05e+05]","2"
"32","M","26-35","20","B","0","0","(1.39e+03,1.05e+05]","2"
"70","F","55+","13","C","1","0","(1.39e+03,1.05e+05]","2"
"44","M","18-25","4","C","1","1","(1.39e+03,1.05e+05]","2"
"80","M","0-17","10","A","3","0","(1.39e+03,1.05e+05]","2"
"432","M","26-35","16","B","4+","1","(1.39e+03,1.05e+05]","3"
"42","F","26-35","2","A","4+","0","(1.39e+03,1.05e+05]","2"
"13","M","36-45","4","C","1","0","(1.28e+03,1.39e+03]","1"
"21","M","26-35","6","B","1","1","(1.39e+03,1.05e+05]","1"
"104","M","36-45","7","A","1","1","(1.39e+03,1.05e+05]","2"
"54","M","36-45","12","A","3","0","(1.39e+03,1.05e+05]","2"
"32","F","26-35","14","C","2","0","(1.39e+03,1.05e+05]","1"
"60","M","36-45","7","B","1","0","(1.39e+03,1.05e+05]","2"
"79","M","18-25","4","B","4+","0","(1.39e+03,1.05e+05]","2"
"143","M","46-50","1","B","2","1","(1.39e+03,1.05e+05]","2"
"19","M","36-45","1","C","1","0","(1.39e+03,1.05e+05]","1"
"50","M","36-45","7","C","2","0","(1.39e+03,1.05e+05]","2"
"175","M","18-25","0","B","4+","0","(1.39e+03,1.05e+05]","2"
"53","M","26-35","12","C","3","1","(1.39e+03,1.05e+05]","2"
"205","F","26-35","0","A","1","0","(1.39e+03,1.05e+05]","3"
"52","M","26-35","7","A","4+","0","(1.39e+03,1.05e+05]","2"
"167","M","55+","20","B","3","1","(1.39e+03,1.05e+05]","3"
"9","M","26-35","0","A","4+","0","(441,546]","1"
"48","M","26-35","17","A","4+","0","(1.39e+03,1.05e+05]","2"
"44","F","26-35","4","B","1","1","(1.39e+03,1.05e+05]","2"
"165","M","26-35","20","B","2","0","(1.39e+03,1.05e+05]","2"
"87","F","26-35","7","B","1","0","(1.39e+03,1.05e+05]","2"
"28","F","26-35","14","B","2","1","(1.39e+03,1.05e+05]","1"
"14","M","18-25","4","C","3","0","(1.18e+03,1.28e+03]","1"
"136","M","26-35","2","A","2","0","(1.39e+03,1.05e+05]","2"
"168","F","18-25","4","B","1","1","(1.39e+03,1.05e+05]","2"
"162","M","18-25","2","C","1","1","(1.39e+03,1.05e+05]","3"
"33","M","26-35","16","C","1","0","(1.39e+03,1.05e+05]","2"
"24","M","18-25","4","A","1","0","(1.39e+03,1.05e+05]","1"
"102","M","46-50","16","B","0","0","(1.39e+03,1.05e+05]","2"
"113","M","26-35","8","C","0","0","(1.39e+03,1.05e+05]","2"
"21","M","55+","13","A","3","0","(1.39e+03,1.05e+05]","1"
"21","F","18-25","4","B","0","1","(1.39e+03,1.05e+05]","1"
"39","M","46-50","1","C","3","1","(1.39e+03,1.05e+05]","2"
"18","M","26-35","0","A","1","0","(1.39e+03,1.05e+05]","1"
"37","M","26-35","12","C","2","0","(1.39e+03,1.05e+05]","2"
"71","M","26-35","2","A","0","1","(1.39e+03,1.05e+05]","2"
"11","M","36-45","7","C","1","1","(1.07e+03,1.18e+03]","1"
"37","F","0-17","0","C","2","0","(1.39e+03,1.05e+05]","2"
"19","M","26-35","12","C","4+","0","(1.39e+03,1.05e+05]","1"
"20","M","36-45","17","B","1","0","(1.39e+03,1.05e+05]","1"
"27","M","26-35","2","B","3","1","(1.39e+03,1.05e+05]","1"
"154","M","26-35","20","A","0","0","(1.39e+03,1.05e+05]","3"
"74","M","26-35","17","C","1","1","(1.39e+03,1.05e+05]","2"
"127","F","0-17","10","A","1","0","(1.39e+03,1.05e+05]","2"
"25","F","55+","6","C","3","1","(1.39e+03,1.05e+05]","1"
"19","F","36-45","9","A","4+","1","(1.39e+03,1.05e+05]","1"
"124","F","18-25","4","C","3","1","(1.39e+03,1.05e+05]","2"
"326","F","26-35","17","B","4+","0","(1.39e+03,1.05e+05]","3"
"35","M","26-35","5","C","1","0","(1.39e+03,1.05e+05]","2"
"20","M","55+","7","C","2","0","(1.39e+03,1.05e+05]","1"
"13","M","26-35","0","C","1","0","(966,1.07e+03]","1"
"49","F","55+","1","C","3","0","(1.39e+03,1.05e+05]","2"
"22","M","51-55","0","C","2","1","(1.39e+03,1.05e+05]","1"
"392","M","26-35","1","A","1","0","(1.39e+03,1.05e+05]","3"
"39","M","55+","0","A","3","0","(1.39e+03,1.05e+05]","2"
"12","F","26-35","0","A","2","0","(861,966]","1"
"18","M","26-35","12","A","1","1","(1.39e+03,1.05e+05]","1"
"18","M","18-25","4","A","2","0","(1.39e+03,1.05e+05]","1"
"273","F","26-35","0","A","1","0","(1.39e+03,1.05e+05]","3"
"52","M","18-25","17","B","4+","1","(1.39e+03,1.05e+05]","2"
"214","M","18-25","17","B","1","0","(1.39e+03,1.05e+05]","3"
"10","F","18-25","5","B","3","0","(651,756]","1"
"157","M","26-35","4","C","0","0","(1.39e+03,1.05e+05]","2"
"47","M","36-45","17","A","3","1","(1.39e+03,1.05e+05]","2"
"129","M","26-35","20","B","1","1","(1.39e+03,1.05e+05]","2"
"84","M","26-35","7","C","0","1","(1.39e+03,1.05e+05]","2"
"26","F","51-55","7","C","3","1","(1.39e+03,1.05e+05]","1"
"55","M","26-35","2","A","1","1","(1.39e+03,1.05e+05]","2"
"89","M","26-35","7","A","1","0","(1.39e+03,1.05e+05]","2"
"22","F","26-35","4","B","3","1","(1.39e+03,1.05e+05]","1"
"287","F","26-35","5","B","1","0","(1.39e+03,1.05e+05]","3"
"34","F","26-35","0","C","2","0","(1.39e+03,1.05e+05]","1"
"35","M","18-25","4","C","2","0","(1.39e+03,1.05e+05]","2"
"440","F","26-35","7","A","4+","0","(1.39e+03,1.05e+05]","3"
"31","F","55+","13","C","4+","1","(1.39e+03,1.05e+05]","1"
"83","M","26-35","14","B","1","1","(1.39e+03,1.05e+05]","2"
"26","M","55+","7","C","4+","0","(1.39e+03,1.05e+05]","2"
"92","F","36-45","3","C","3","1","(1.39e+03,1.05e+05]","2"
"43","M","26-35","17","C","4+","0","(1.39e+03,1.05e+05]","2"
"58","M","18-25","17","C","1","0","(1.39e+03,1.05e+05]","2"
"104","F","51-55","3","C","1","1","(1.39e+03,1.05e+05]","2"
"66","F","26-35","3","C","1","1","(1.39e+03,1.05e+05]","2"
"57","F","36-45","7","B","2","0","(1.39e+03,1.05e+05]","2"
"16","F","26-35","9","A","1","1","(1.39e+03,1.05e+05]","1"
"108","F","51-55","1","C","3","0","(1.39e+03,1.05e+05]","2"
"188","F","26-35","17","C","2","1","(1.39e+03,1.05e+05]","3"
"20","F","26-35","3","A","2","0","(1.39e+03,1.05e+05]","1"
"128","M","26-35","6","A","1","0","(1.39e+03,1.05e+05]","2"
"21","M","18-25","5","B","1","0","(1.39e+03,1.05e+05]","1"
"125","F","51-55","2","C","1","1","(1.39e+03,1.05e+05]","2"
"116","M","18-25","5","A","1","0","(1.39e+03,1.05e+05]","2"
"10","F","46-50","1","C","4+","1","(1.28e+03,1.39e+03]","1"
"113","F","36-45","5","C","1","1","(1.39e+03,1.05e+05]","2"
"57","M","26-35","6","C","4+","1","(1.39e+03,1.05e+05]","2"
"108","M","55+","0","B","0","1","(1.39e+03,1.05e+05]","2"
"26","F","18-25","20","B","2","1","(1.39e+03,1.05e+05]","1"
"13","M","36-45","7","C","2","0","(1.39e+03,1.05e+05]","1"
"269","M","18-25","16","B","3","0","(1.39e+03,1.05e+05]","3"
"20","M","18-25","12","C","2","0","(1.39e+03,1.05e+05]","1"
"104","F","51-55","16","A","3","0","(1.39e+03,1.05e+05]","2"
"47","M","36-45","13","C","1","0","(1.39e+03,1.05e+05]","2"
"37","M","55+","13","C","1","0","(1.39e+03,1.05e+05]","2"
"204","F","26-35","3","A","3","0","(1.39e+03,1.05e+05]","3"
"148","M","18-25","12","C","0","0","(1.39e+03,1.05e+05]","2"
"69","M","18-25","12","C","3","0","(1.39e+03,1.05e+05]","2"
"565","M","18-25","4","A","1","0","(1.39e+03,1.05e+05]","3"
"48","F","26-35","17","C","1","0","(1.39e+03,1.05e+05]","2"
"132","M","26-35","15","A","1","0","(1.39e+03,1.05e+05]","2"
"13","M","26-35","12","C","1","0","(1.07e+03,1.18e+03]","1"
"180","M","26-35","11","A","0","0","(1.39e+03,1.05e+05]","3"
"17","M","26-35","4","C","3","0","(1.39e+03,1.05e+05]","1"
"15","M","18-25","12","A","1","0","(1.39e+03,1.05e+05]","1"
"23","M","36-45","7","C","4+","0","(1.39e+03,1.05e+05]","1"
"19","M","26-35","0","C","0","0","(1.39e+03,1.05e+05]","1"
"120","M","26-35","17","B","1","1","(1.39e+03,1.05e+05]","2"
"22","F","18-25","3","B","3","0","(1.39e+03,1.05e+05]","1"
"101","M","36-45","18","A","1","0","(1.39e+03,1.05e+05]","2"
"20","M","26-35","7","C","1","0","(1.39e+03,1.05e+05]","1"
"13","M","18-25","4","C","1","0","(966,1.07e+03]","1"
"16","M","26-35","14","B","4+","1","(1.39e+03,1.05e+05]","1"
"31","M","18-25","4","C","0","1","(1.39e+03,1.05e+05]","2"
"19","M","36-45","1","C","0","0","(1.39e+03,1.05e+05]","1"
"25","F","26-35","3","A","4+","0","(1.39e+03,1.05e+05]","1"
"25","M","26-35","12","B","0","1","(1.39e+03,1.05e+05]","2"
"78","M","26-35","14","C","3","0","(1.39e+03,1.05e+05]","2"
"405","F","26-35","1","B","4+","1","(1.39e+03,1.05e+05]","3"
"13","F","18-25","4","C","1","0","(1.39e+03,1.05e+05]","1"
"75","M","46-50","7","C","4+","1","(1.39e+03,1.05e+05]","2"
"112","M","0-17","0","C","1","0","(1.39e+03,1.05e+05]","2"
"6","M","26-35","7","A","0","0","(441,546]","1"
"13","M","51-55","1","B","1","1","(1.28e+03,1.39e+03]","1"
"114","M","36-45","7","C","2","0","(1.39e+03,1.05e+05]","2"
"436","M","18-25","0","A","2","0","(1.39e+03,1.05e+05]","3"
"61","M","51-55","1","C","1","1","(1.39e+03,1.05e+05]","2"
"41","M","26-35","6","C","0","0","(1.39e+03,1.05e+05]","2"
"187","M","18-25","0","B","2","1","(1.39e+03,1.05e+05]","3"
"13","M","55+","17","C","4+","1","(1.39e+03,1.05e+05]","1"
"30","M","26-35","1","C","1","1","(1.39e+03,1.05e+05]","2"
"15","F","18-25","4","C","2","0","(1.39e+03,1.05e+05]","1"
"78","F","18-25","1","C","2","1","(1.39e+03,1.05e+05]","2"
"48","F","26-35","0","C","4+","1","(1.39e+03,1.05e+05]","2"
"84","M","0-17","10","B","1","0","(1.39e+03,1.05e+05]","2"
"108","M","26-35","0","C","4+","1","(1.39e+03,1.05e+05]","2"
"64","F","36-45","0","C","3","1","(1.39e+03,1.05e+05]","2"
"14","F","36-45","17","C","1","0","(1.28e+03,1.39e+03]","1"
"52","M","26-35","20","C","3","0","(1.39e+03,1.05e+05]","2"
"10","M","46-50","1","C","2","1","(861,966]","1"
"24","F","46-50","2","C","3","1","(1.39e+03,1.05e+05]","1"
"14","F","0-17","19","B","1","0","(861,966]","1"
"142","M","26-35","12","A","3","0","(1.39e+03,1.05e+05]","3"
"111","M","36-45","1","B","1","0","(1.39e+03,1.05e+05]","2"
"47","M","0-17","10","C","2","0","(1.39e+03,1.05e+05]","2"
"29","F","26-35","7","C","3","1","(1.39e+03,1.05e+05]","1"
"24","F","26-35","5","C","3","0","(1.39e+03,1.05e+05]","1"
"27","M","18-25","17","C","4+","1","(1.39e+03,1.05e+05]","1"
"117","F","26-35","0","C","1","1","(1.39e+03,1.05e+05]","2"
"46","F","18-25","12","C","3","1","(1.39e+03,1.05e+05]","2"
"95","F","0-17","19","B","4+","0","(1.39e+03,1.05e+05]","2"
"33","M","36-45","17","A","1","1","(1.39e+03,1.05e+05]","1"
"92","M","51-55","7","A","2","1","(1.39e+03,1.05e+05]","2"
"62","F","51-55","5","C","0","1","(1.39e+03,1.05e+05]","2"
"77","F","36-45","2","C","2","0","(1.39e+03,1.05e+05]","2"
"26","M","18-25","4","B","1","0","(1.39e+03,1.05e+05]","1"
"157","M","26-35","14","C","1","0","(1.39e+03,1.05e+05]","2"
"44","M","36-45","19","B","0","0","(1.39e+03,1.05e+05]","2"
"208","F","26-35","6","B","4+","0","(1.39e+03,1.05e+05]","3"
"60","F","26-35","1","B","3","0","(1.39e+03,1.05e+05]","2"
"78","F","46-50","1","B","1","1","(1.39e+03,1.05e+05]","2"
"49","M","55+","1","C","3","1","(1.39e+03,1.05e+05]","2"
"89","M","55+","13","C","3","1","(1.39e+03,1.05e+05]","2"
"352","F","36-45","17","B","3","1","(1.39e+03,1.05e+05]","3"
"130","F","26-35","7","A","1","1","(1.39e+03,1.05e+05]","2"
"25","M","46-50","18","C","4+","0","(1.39e+03,1.05e+05]","2"
"21","M","18-25","4","B","1","0","(1.39e+03,1.05e+05]","1"
"73","M","26-35","11","C","4+","0","(1.39e+03,1.05e+05]","2"
"43","M","26-35","14","C","4+","0","(1.39e+03,1.05e+05]","2"
"11","M","55+","13","B","1","1","(756,861]","1"
"23","F","46-50","2","B","1","1","(1.39e+03,1.05e+05]","1"
"97","M","51-55","7","C","0","1","(1.39e+03,1.05e+05]","2"
"37","M","26-35","7","C","3","1","(1.39e+03,1.05e+05]","2"
"202","M","26-35","12","B","2","0","(1.39e+03,1.05e+05]","3"
"22","F","18-25","4","C","1","1","(1.28e+03,1.39e+03]","1"
"74","M","26-35","0","C","1","1","(1.39e+03,1.05e+05]","2"
"54","F","51-55","1","C","1","1","(1.39e+03,1.05e+05]","2"
"73","M","46-50","2","A","3","0","(1.39e+03,1.05e+05]","2"
"195","M","46-50","19","A","4+","0","(1.39e+03,1.05e+05]","2"
"63","M","18-25","12","C","1","0","(1.39e+03,1.05e+05]","2"
"159","M","18-25","12","A","1","0","(1.39e+03,1.05e+05]","2"
"39","F","26-35","1","A","3","1","(1.39e+03,1.05e+05]","2"
"151","M","36-45","6","A","4+","0","(1.39e+03,1.05e+05]","2"
"124","M","18-25","4","C","1","0","(1.39e+03,1.05e+05]","2"
"30","M","36-45","7","C","0","0","(1.39e+03,1.05e+05]","2"
"76","F","18-25","17","C","4+","0","(1.39e+03,1.05e+05]","2"
"18","M","36-45","1","C","4+","0","(1.28e+03,1.39e+03]","1"
"95","M","18-25","12","A","1","1","(1.39e+03,1.05e+05]","2"
"208","F","18-25","2","A","1","0","(1.39e+03,1.05e+05]","3"
"92","F","0-17","10","C","0","0","(1.39e+03,1.05e+05]","2"
"45","M","18-25","4","A","4+","0","(1.39e+03,1.05e+05]","2"
"35","M","51-55","0","B","2","1","(1.39e+03,1.05e+05]","1"
"22","M","26-35","17","C","3","0","(1.39e+03,1.05e+05]","1"
"142","M","36-45","0","B","3","1","(1.39e+03,1.05e+05]","2"
"55","M","36-45","7","C","2","0","(1.39e+03,1.05e+05]","2"
"13","F","26-35","0","A","0","1","(651,756]","1"
"110","M","26-35","12","B","1","0","(1.39e+03,1.05e+05]","2"
"14","M","36-45","0","C","1","0","(1.28e+03,1.39e+03]","1"
"201","M","26-35","12","A","1","0","(1.39e+03,1.05e+05]","3"
"59","M","36-45","12","C","2","0","(1.39e+03,1.05e+05]","2"
"53","M","55+","7","C","3","0","(1.39e+03,1.05e+05]","2"
"12","M","18-25","7","A","1","0","(1.28e+03,1.39e+03]","1"
"164","M","36-45","1","C","0","1","(1.39e+03,1.05e+05]","2"
"62","M","26-35","1","C","3","0","(1.39e+03,1.05e+05]","2"
"24","M","26-35","12","A","2","0","(1.39e+03,1.05e+05]","1"
"197","M","26-35","4","A","2","0","(1.39e+03,1.05e+05]","3"
"15","F","36-45","0","A","4+","1","(1.39e+03,1.05e+05]","1"
"11","M","36-45","1","B","1","0","(1.18e+03,1.28e+03]","1"
"19","M","36-45","7","C","1","0","(1.39e+03,1.05e+05]","1"
"55","M","36-45","1","C","4+","0","(1.39e+03,1.05e+05]","2"
"75","F","26-35","14","B","0","1","(1.39e+03,1.05e+05]","2"
"24","M","46-50","12","C","0","0","(1.39e+03,1.05e+05]","1"
"188","M","18-25","7","A","1","0","(1.39e+03,1.05e+05]","3"
"128","F","26-35","6","B","3","0","(1.39e+03,1.05e+05]","2"
"41","M","46-50","17","C","4+","1","(1.39e+03,1.05e+05]","2"
"64","M","26-35","4","C","0","1","(1.39e+03,1.05e+05]","2"
"21","M","26-35","0","C","3","0","(1.39e+03,1.05e+05]","2"
"20","M","26-35","17","B","0","0","(1.39e+03,1.05e+05]","1"
"132","M","26-35","15","C","1","0","(1.39e+03,1.05e+05]","2"
"37","M","18-25","7","C","0","0","(1.39e+03,1.05e+05]","2"
"72","M","46-50","17","C","3","0","(1.39e+03,1.05e+05]","2"
"107","M","18-25","7","A","1","0","(1.39e+03,1.05e+05]","2"
"226","M","18-25","4","A","4+","1","(1.39e+03,1.05e+05]","3"
"280","M","36-45","12","B","3","0","(1.39e+03,1.05e+05]","3"
"35","F","36-45","17","B","1","1","(1.39e+03,1.05e+05]","2"
"18","F","18-25","4","B","3","1","(1.39e+03,1.05e+05]","1"
"36","M","26-35","7","B","1","0","(1.39e+03,1.05e+05]","2"
"71","M","26-35","4","A","1","1","(1.39e+03,1.05e+05]","2"
"25","F","51-55","1","C","3","1","(1.39e+03,1.05e+05]","1"
"38","F","26-35","19","A","1","0","(1.39e+03,1.05e+05]","2"
"36","F","36-45","20","B","1","0","(1.39e+03,1.05e+05]","1"
"284","M","26-35","2","A","3","0","(1.39e+03,1.05e+05]","3"
"61","M","26-35","2","A","4+","0","(1.39e+03,1.05e+05]","2"
"24","F","26-35","9","C","1","0","(1.39e+03,1.05e+05]","1"
"310","M","46-50","7","B","1","1","(1.39e+03,1.05e+05]","3"
"41","F","26-35","4","B","3","1","(1.39e+03,1.05e+05]","2"
"26","F","18-25","14","A","1","0","(1.39e+03,1.05e+05]","1"
"27","M","46-50","7","C","1","1","(1.39e+03,1.05e+05]","1"
"43","M","26-35","20","C","1","0","(1.39e+03,1.05e+05]","2"
"59","M","26-35","0","A","1","0","(1.39e+03,1.05e+05]","2"
"33","M","18-25","4","C","4+","0","(1.39e+03,1.05e+05]","2"
"360","M","46-50","1","B","1","1","(1.39e+03,1.05e+05]","3"
"116","F","26-35","17","B","2","1","(1.39e+03,1.05e+05]","2"
"33","M","36-45","1","C","2","1","(1.39e+03,1.05e+05]","1"
"22","F","0-17","10","C","3","0","(1.39e+03,1.05e+05]","1"
"29","M","18-25","4","C","1","0","(1.39e+03,1.05e+05]","2"
"74","F","51-55","16","C","3","1","(1.39e+03,1.05e+05]","2"
"165","M","55+","0","C","2","1","(1.39e+03,1.05e+05]","3"
"59","M","51-55","17","B","3","1","(1.39e+03,1.05e+05]","2"
"182","M","36-45","15","C","3","0","(1.39e+03,1.05e+05]","3"
"101","M","46-50","1","C","0","1","(1.39e+03,1.05e+05]","2"
"25","F","26-35","6","C","0","0","(1.39e+03,1.05e+05]","1"
"287","M","26-35","14","B","0","0","(1.39e+03,1.05e+05]","3"
"183","M","36-45","0","B","2","1","(1.39e+03,1.05e+05]","3"
"86","F","0-17","10","B","1","0","(1.39e+03,1.05e+05]","2"
"11","F","0-17","10","C","3","0","(966,1.07e+03]","1"
"151","F","36-45","2","A","0","0","(1.39e+03,1.05e+05]","2"
"14","M","26-35","1","C","0","0","(1.28e+03,1.39e+03]","1"
"32","M","51-55","1","C","3","1","(1.39e+03,1.05e+05]","2"
"15","M","18-25","6","C","4+","0","(1.39e+03,1.05e+05]","1"
"339","F","18-25","4","B","0","0","(1.39e+03,1.05e+05]","3"
"74","M","51-55","17","C","0","1","(1.39e+03,1.05e+05]","2"
"49","M","26-35","17","C","2","0","(1.39e+03,1.05e+05]","2"
"11","F","51-55","2","A","1","1","(1.28e+03,1.39e+03]","1"
"35","M","46-50","16","C","3","1","(1.39e+03,1.05e+05]","2"
"92","M","26-35","15","B","1","1","(1.39e+03,1.05e+05]","2"
"317","M","26-35","16","B","2","1","(1.39e+03,1.05e+05]","3"
"36","F","55+","1","C","2","0","(1.39e+03,1.05e+05]","2"
"91","M","46-50","12","B","2","1","(1.39e+03,1.05e+05]","2"
"247","F","26-35","20","B","1","1","(1.39e+03,1.05e+05]","3"
"37","M","36-45","1","C","4+","1","(1.39e+03,1.05e+05]","2"
"15","M","55+","7","C","1","0","(1.39e+03,1.05e+05]","1"
"28","M","46-50","7","C","1","1","(1.39e+03,1.05e+05]","2"
"171","M","26-35","17","A","2","0","(1.39e+03,1.05e+05]","3"
"24","M","26-35","15","B","4+","1","(1.39e+03,1.05e+05]","1"
"81","F","36-45","16","C","3","1","(1.39e+03,1.05e+05]","2"
"19","M","18-25","14","C","1","0","(1.39e+03,1.05e+05]","1"
"82","F","18-25","4","A","3","1","(1.39e+03,1.05e+05]","2"
"98","F","18-25","4","A","4+","0","(1.39e+03,1.05e+05]","2"
"18","F","51-55","9","C","1","1","(1.39e+03,1.05e+05]","1"
"330","M","36-45","15","B","2","0","(1.39e+03,1.05e+05]","3"
"29","F","36-45","20","A","1","0","(1.39e+03,1.05e+05]","1"
"29","M","51-55","7","C","1","1","(1.39e+03,1.05e+05]","1"
"134","M","36-45","3","C","3","0","(1.39e+03,1.05e+05]","2"
"52","M","26-35","1","B","1","0","(1.39e+03,1.05e+05]","2"
"276","M","0-17","10","B","2","0","(1.39e+03,1.05e+05]","3"
"151","M","46-50","6","A","0","0","(1.39e+03,1.05e+05]","2"
"108","M","36-45","14","C","1","1","(1.39e+03,1.05e+05]","2"
"124","M","0-17","10","B","2","0","(1.39e+03,1.05e+05]","2"
"24","M","51-55","1","C","1","1","(1.39e+03,1.05e+05]","1"
"45","F","36-45","17","C","4+","1","(1.39e+03,1.05e+05]","2"
"107","F","26-35","3","C","0","1","(1.39e+03,1.05e+05]","2"
"43","F","36-45","1","C","4+","0","(1.39e+03,1.05e+05]","2"
"17","F","26-35","7","C","3","0","(1.39e+03,1.05e+05]","1"
"22","M","46-50","20","B","0","0","(1.39e+03,1.05e+05]","1"
"101","M","18-25","17","C","2","0","(1.39e+03,1.05e+05]","2"
"67","M","36-45","7","C","2","0","(1.39e+03,1.05e+05]","2"
"210","M","51-55","3","B","0","1","(1.39e+03,1.05e+05]","3"
"183","M","18-25","4","C","3","0","(1.39e+03,1.05e+05]","3"
"157","M","26-35","1","B","3","0","(1.39e+03,1.05e+05]","3"
"57","F","26-35","9","C","2","0","(1.39e+03,1.05e+05]","2"
"40","F","26-35","4","B","0","1","(1.39e+03,1.05e+05]","2"
"85","F","36-45","1","B","1","1","(1.39e+03,1.05e+05]","2"
"99","M","26-35","0","B","4+","0","(1.39e+03,1.05e+05]","2"
"142","M","36-45","7","C","2","0","(1.39e+03,1.05e+05]","2"
"161","M","26-35","4","C","3","0","(1.39e+03,1.05e+05]","3"
"18","M","51-55","1","C","1","1","(1.39e+03,1.05e+05]","1"
"47","F","18-25","1","C","1","1","(1.39e+03,1.05e+05]","2"
"16","F","36-45","7","B","4+","1","(1.39e+03,1.05e+05]","1"
"206","M","46-50","7","B","4+","0","(1.39e+03,1.05e+05]","3"
"20","M","26-35","0","A","1","1","(1.39e+03,1.05e+05]","2"
"73","M","46-50","1","C","2","1","(1.39e+03,1.05e+05]","2"
"66","M","55+","15","B","2","1","(1.39e+03,1.05e+05]","2"
"43","F","51-55","0","A","4+","0","(1.39e+03,1.05e+05]","2"
"107","M","26-35","4","A","4+","0","(1.39e+03,1.05e+05]","2"
"16","M","36-45","20","A","1","1","(1.39e+03,1.05e+05]","1"
"33","M","26-35","17","C","4+","1","(1.39e+03,1.05e+05]","2"
"25","F","26-35","20","A","1","1","(1.39e+03,1.05e+05]","1"
"18","F","26-35","0","A","0","1","(1.39e+03,1.05e+05]","1"
"18","F","46-50","12","A","3","1","(1.39e+03,1.05e+05]","1"
"26","M","18-25","0","B","4+","0","(1.39e+03,1.05e+05]","2"
"67","M","26-35","1","A","4+","1","(1.39e+03,1.05e+05]","2"
"92","M","51-55","16","A","1","1","(1.39e+03,1.05e+05]","2"
"64","F","46-50","0","B","1","1","(1.39e+03,1.05e+05]","2"
"105","M","26-35","20","B","1","0","(1.39e+03,1.05e+05]","2"
"109","M","36-45","12","B","1","0","(1.39e+03,1.05e+05]","2"
"108","F","18-25","4","A","2","0","(1.39e+03,1.05e+05]","2"
"71","M","18-25","4","C","1","0","(1.39e+03,1.05e+05]","2"
"114","M","36-45","7","A","1","0","(1.39e+03,1.05e+05]","2"
"147","F","46-50","0","C","1","0","(1.39e+03,1.05e+05]","2"
"40","M","36-45","1","A","2","1","(1.39e+03,1.05e+05]","2"
"42","M","36-45","0","B","1","0","(1.39e+03,1.05e+05]","2"
"129","M","36-45","15","C","3","0","(1.39e+03,1.05e+05]","2"
"382","F","18-25","2","A","0","0","(1.39e+03,1.05e+05]","3"
"15","F","26-35","14","C","1","0","(1.28e+03,1.39e+03]","1"
"82","M","18-25","4","C","2","0","(1.39e+03,1.05e+05]","2"
"6","M","18-25","3","C","1","0","(546,651]","1"
"22","F","51-55","1","C","1","0","(1.39e+03,1.05e+05]","1"
"22","F","26-35","1","C","3","0","(1.39e+03,1.05e+05]","1"
"22","F","36-45","7","C","1","0","(1.39e+03,1.05e+05]","2"
"26","F","26-35","1","A","2","0","(1.39e+03,1.05e+05]","1"
"37","F","36-45","0","C","3","1","(1.39e+03,1.05e+05]","1"
"168","M","36-45","7","C","4+","0","(1.39e+03,1.05e+05]","2"
"74","M","46-50","1","C","3","0","(1.39e+03,1.05e+05]","2"
"32","M","26-35","14","C","0","0","(1.39e+03,1.05e+05]","2"
"55","F","18-25","4","B","3","0","(1.39e+03,1.05e+05]","2"
"51","F","18-25","4","C","0","0","(1.39e+03,1.05e+05]","2"
"122","M","36-45","14","C","2","1","(1.39e+03,1.05e+05]","2"
"246","M","26-35","7","A","1","0","(1.39e+03,1.05e+05]","3"
"46","M","36-45","15","C","3","1","(1.39e+03,1.05e+05]","2"
"138","M","26-35","11","B","2","1","(1.39e+03,1.05e+05]","2"
